Count of PPA,Borough,Gender,Age Group,Self Classified Ethnicity,Offence Type,Charged/Summonsed,Proceedings Date
1,Islington,Male,15 to 19,Black ,Murder,Charge or Summons,Jul-08
1,Islington,Male,15 to 19,Black ,Murder,Charge or Summons,Jul-08
1,Islington,Male,15 to 19,Black ,Murder,Charge or Summons,Jul-08
1,Lewisham,Male,30 to 34,White,Murder,Charge or Summons,Jul-08
1,Lewisham,Male,20 to 24,White,Murder,Charge or Summons,Jul-08
1,Havering,Male,40 to 44,White,Murder,Charge or Summons,Jul-08
1,Southwark,Male,20 to 24,Black ,Murder,Charge or Summons,Jul-08
1,Southwark,Female,25 to 29,Black ,Murder,Charge or Summons,Jul-08
1,Croydon,Male,15 to 19,Black ,Murder,Charge or Summons,Jul-08
1,Croydon,Male,15 to 19,Black ,Murder,Charge or Summons,Jul-08
1,Croydon,Male,10 to 14,Black ,Murder,Charge or Summons,Jul-08
1,Croydon,Female,15 to 19,Black ,Murder,Charge or Summons,Jul-08
1,Croydon,Male,15 to 19,Black ,Murder,Charge or Summons,Jul-08
1,Croydon,Male,15 to 19,Black ,Murder,Charge or Summons,Jul-08
1,Croydon,Male,15 to 19,Black ,Murder,Charge or Summons,May-09
1,Tower Hamlets,Male,45 to 49,White,Murder,Charge or Summons,Jul-08
1,Tower Hamlets,Male,15 to 19,White,Murder,Charge or Summons,Jul-08
1,Haringey,Male,20 to 24,White,Murder,Charge or Summons,Jul-08
1,Waltham Forest,Male,20 to 24,Asian ,Murder,Charge or Summons,Jul-08
1,Waltham Forest,Male,20 to 24,Asian ,Murder,Charge or Summons,Jul-08
1,Waltham Forest,Male,20 to 24,Asian ,Murder,Charge or Summons,Sep-08
1,Waltham Forest,Male,15 to 19,Asian ,Murder,Charge or Summons,Oct-08
1,Waltham Forest,Male,15 to 19,Asian ,Murder,Charge or Summons,Nov-08
1,Waltham Forest,Male,15 to 19,Asian ,Murder,Charge or Summons,May-09
1,Waltham Forest,Male,20 to 24,Asian ,Murder,Charge or Summons,Jan-16
1,Waltham Forest,Male,15 to 19,Black ,Murder,Charge or Summons,Aug-08
1,Enfield,Male,25 to 29,Person declines to define ethnicity,Murder,Charge or Summons,Jul-08
1,Enfield,Male,20 to 24,Person declines to define ethnicity,Murder,Charge or Summons,Jul-08
1,Newham,Male,45 to 49,Asian ,Murder,Charge or Summons,Nov-08
1,Lambeth,Male,20 to 24,Black ,Murder,Charge or Summons,Jul-08
1,Lambeth,Male,20 to 24,Black ,Murder,Charge or Summons,Jul-08
1,Lambeth,Male,15 to 19,Black ,Murder,Charge or Summons,Jul-08
1,Islington,Male,40 to 44,Black ,Murder,Charge or Summons,Sep-08
1,Hackney,Male,25 to 29,Asian ,Murder,Charge or Summons,Aug-08
1,Westminster,Male,40 to 44,White,Manslaughter,Charge or Summons,Jul-08
1,Westminster,Male,40 to 44,White,Manslaughter,Charge or Summons,Jul-08
1,Westminster,Male,65 and over,White,Manslaughter,Charge or Summons,Jul-08
1,Lambeth,Male,35 to 39,Black ,Murder,Charge or Summons,Jul-08
1,Tower Hamlets,Male,25 to 29,Black ,Murder,Charge or Summons,Jul-08
1,Hackney,Male,25 to 29,Person declines to define ethnicity,Murder,Charge or Summons,Aug-08
1,Hackney,Male,20 to 24,Person declines to define ethnicity,Murder,Charge or Summons,Aug-08
1,Hackney,Male,30 to 34,Person declines to define ethnicity,Murder,Charge or Summons,Aug-08
1,Hackney,Male,20 to 24,Other ,Murder,Charge or Summons,May-10
1,Hackney,Male,25 to 29,Other ,Murder,Charge or Summons,May-10
1,Hackney,Male,20 to 24,Other ,Murder,Charge or Summons,May-10
1,Islington,Male,40 to 44,Black ,Murder,Charge or Summons,Aug-08
1,Wandsworth,Male,20 to 24,Asian ,Murder,Charge or Summons,Aug-08
1,Newham,Male,20 to 24,Black ,Murder,Charge or Summons,Aug-09
1,Lambeth,Male,40 to 44,Black ,Murder,Charge or Summons,Nov-08
1,Southwark,Male,35 to 39,White,Murder,Charge or Summons,Aug-08
1,Islington,Male,45 to 49,White,Murder,Charge or Summons,Nov-12
1,Southwark,Male,15 to 19,Black ,Murder,Charge or Summons,Aug-08
1,Southwark,Male,15 to 19,Mixed,Murder,Charge or Summons,Mar-10
1,Southwark,Male,15 to 19,Mixed,Murder,Charge or Summons,Mar-10
1,Southwark,Male,15 to 19,Mixed,Murder,Charge or Summons,Mar-10
1,Southwark,Male,15 to 19,Black ,Murder,Charge or Summons,Mar-10
1,Ealing,Male,25 to 29,Black ,Murder,Charge or Summons,Aug-08
1,Tower Hamlets,Male,30 to 34,Asian ,Murder,Charge or Summons,Aug-08
1,Croydon,Male,30 to 34,White,Murder,Charge or Summons,Aug-08
1,Waltham Forest,Male,25 to 29,Black ,Murder,Charge or Summons,Sep-08
1,Waltham Forest,Male,15 to 19,Person declines to define ethnicity,Murder,Charge or Summons,Sep-08
1,Waltham Forest,Male,50 to 54,Black ,Murder,Charge or Summons,May-11
1,Westminster,Male,60 to 64,White,Manslaughter,Charge or Summons,Jul-09
1,Westminster,Male,20 to 24,White,Manslaughter,Charge or Summons,Jul-09
1,Hackney,Male,15 to 19,Black ,Murder,Charge or Summons,Sep-08
1,Hackney,Male,15 to 19,Person declines to define ethnicity,Murder,Charge or Summons,Sep-08
1,Hackney,Male,15 to 19,Person declines to define ethnicity,Murder,Charge or Summons,Sep-08
1,Hackney,Male,15 to 19,Person declines to define ethnicity,Murder,Charge or Summons,Sep-08
1,Hackney,Male,15 to 19,Person declines to define ethnicity,Murder,Charge or Summons,Sep-08
1,Hackney,Male,15 to 19,Black ,Murder,Charge or Summons,Sep-08
1,Southwark,Male,50 to 54,Black ,Murder,Charge or Summons,Sep-08
1,Sutton,Male,40 to 44,White,Murder,Charge or Summons,Jan-11
1,Croydon,Male,15 to 19,Black ,Murder,Charge or Summons,Sep-08
1,Islington,Male,20 to 24,Black ,Murder,Charge or Summons,Sep-08
1,Southwark,Male,20 to 24,SCE Not Recorded,Murder,Charge or Summons,Sep-08
1,Bromley,Male,30 to 34,White,Manslaughter,Charge or Summons,Sep-09
1,Bromley,Male,25 to 29,White,Manslaughter,Charge or Summons,Sep-09
1,Bromley,Male,20 to 24,White,Manslaughter,Charge or Summons,Sep-09
1,Bromley,Male,20 to 24,White,Manslaughter,Charge or Summons,Sep-09
1,Bromley,Male,20 to 24,White,Manslaughter,Charge or Summons,Sep-09
1,Newham,Male,25 to 29,Asian ,Murder,Charge or Summons,Sep-08
1,Ealing,Male,20 to 24,Asian ,Murder,Charge or Summons,Sep-08
1,Bromley,Female,15 to 19,White,Manslaughter,Charge or Summons,Sep-08
1,Waltham Forest,Male,30 to 34,Black ,Murder,Charge or Summons,Oct-08
1,Hounslow,Male,15 to 19,Asian ,Murder,Charge or Summons,Oct-08
1,Ealing,Male,45 to 49,Asian ,Murder,Charge or Summons,Oct-08
1,Southwark,Male,20 to 24,Other ,Murder,Charge or Summons,Jan-10
1,Barnet,Male,25 to 29,White,Murder,Charge or Summons,Jan-12
1,Hillingdon,Male,30 to 34,White,Murder,Charge or Summons,Oct-08
1,Greenwich,Male,30 to 34,Black ,Murder,Accused is Deceased,May-09
1,Bexley,Male,40 to 44,White,Murder,Charge or Summons,Jul-09
1,Lambeth,Male,25 to 29,Black ,Murder,Charge or Summons,Dec-08
1,Lambeth,Male,15 to 19,Person declines to define ethnicity,Murder,Charge or Summons,Mar-09
1,Redbridge,Male,20 to 24,Asian ,Murder,Charge or Summons,Nov-08
1,Redbridge,Male,20 to 24,Asian ,Murder,Charge or Summons,Nov-08
1,Redbridge,Male,20 to 24,Asian ,Murder,Charge or Summons,Nov-08
1,Enfield,Male,45 to 49,White,Murder,Charge or Summons,Nov-08
1,Greenwich,Male,15 to 19,White,Murder,Charge or Summons,Nov-08
1,Ealing,Male,15 to 19,Black ,Murder,Charge or Summons,Dec-08
1,Ealing,Male,15 to 19,Black ,Murder,Charge or Summons,Dec-08
1,Ealing,Male,15 to 19,Black ,Murder,Charge or Summons,Jan-09
1,Ealing,Male,15 to 19,Black ,Murder,Charge or Summons,Mar-09
1,Ealing,Male,15 to 19,Black ,Murder,Charge or Summons,Mar-09
1,Ealing,Male,15 to 19,Black ,Murder,Charge or Summons,Mar-09
1,Redbridge,Male,45 to 49,White,Murder,Charge or Summons,Nov-08
1,Redbridge,Male,55 to 59,White,Murder,Charge or Summons,Nov-08
1,Redbridge,Male,40 to 44,White,Murder,Charge or Summons,Nov-08
1,Brent,Male,35 to 39,Person declines to define ethnicity,Murder,Charge or Summons,Dec-08
1,Brent,Male,25 to 29,Mixed,Murder,Charge or Summons,Dec-08
1,Islington,Male,30 to 34,Black ,Murder,Charge or Summons,Dec-08
1,Croydon,Male,40 to 44,White,Manslaughter,Charge or Summons,Dec-08
1,Hillingdon,Male,20 to 24,White,Murder,Charge or Summons,Dec-08
1,Hillingdon,Male,20 to 24,Black ,Murder,Charge or Summons,Dec-08
1,Lewisham,Male,35 to 39,Black ,Murder,Charge or Summons,Dec-08
1,Lambeth,Male,20 to 24,Black ,Murder,Charge or Summons,Jan-09
1,Enfield,Male,20 to 24,White,Murder,Charge or Summons,Dec-08
1,Hammersmith & Fulham,Male,15 to 19,Mixed,Murder,Charge or Summons,Jan-09
1,Hammersmith & Fulham,Male,15 to 19,Black ,Murder,Charge or Summons,Jan-09
1,Hammersmith & Fulham,Male,20 to 24,Black ,Murder,Charge or Summons,May-09
1,Hammersmith & Fulham,Male,20 to 24,Black ,Murder,Charge or Summons,May-09
1,Southwark,Male,30 to 34,White,Murder,Charge or Summons,Dec-08
1,Tower Hamlets,Male,40 to 44,Mixed,Murder,Charge or Summons,Dec-08
1,Bexley,Male,20 to 24,White,Murder,Charge or Summons,Dec-09
1,Bexley,Female,25 to 29,White,Murder,Charge or Summons,Dec-09
1,Hackney,Male,30 to 34,White,Murder,Charge or Summons,Sep-10
1,Hackney,Male,20 to 24,White,Murder,Charge or Summons,Sep-10
1,Lambeth,Male,25 to 29,Black ,Murder,Charge or Summons,Jul-09
1,Newham,Male,50 to 54,Asian ,Murder,Charge or Summons,Jan-09
1,Tower Hamlets,Male,20 to 24,Asian ,Murder,Charge or Summons,Jan-09
1,Tower Hamlets,Male,15 to 19,Asian ,Murder,Charge or Summons,Jan-09
1,Enfield,Male,40 to 44,Black ,Murder,Charge or Summons,May-09
1,Brent,Male,20 to 24,SCE Not Recorded,Murder,Charge or Summons,Jan-09
1,Brent,Male,20 to 24,Black ,Murder,Charge or Summons,Feb-09
1,Brent,Male,20 to 24,Black ,Murder,Charge or Summons,Mar-09
1,Newham,Male,15 to 19,Black ,Murder,Charge or Summons,Feb-09
1,Newham,Male,15 to 19,Black ,Murder,Charge or Summons,Feb-09
1,Newham,Male,15 to 19,Black ,Murder,Charge or Summons,Feb-09
1,Lambeth,Male,45 to 49,White,Murder,Charge or Summons,Feb-09
1,Lambeth,Male,20 to 24,White,Murder,Charge or Summons,Feb-09
1,Lambeth,Male,25 to 29,White,Murder,Charge or Summons,Feb-09
1,Lambeth,Male,30 to 34,White,Murder,Charge or Summons,Feb-09
1,Lambeth,Male,25 to 29,White,Murder,Charge or Summons,Feb-09
1,Lambeth,Male,35 to 39,White,Murder,Charge or Summons,Feb-09
1,Hounslow,Female,40 to 44,Person declines to define ethnicity,Murder,Charge or Summons,Feb-09
1,Croydon,Male,20 to 24,Black ,Murder,Charge or Summons,Feb-09
1,Hackney,Male,20 to 24,Black ,Murder,Charge or Summons,Feb-09
1,Brent,Male,20 to 24,Black ,Murder,Charge or Summons,Feb-09
1,Brent,Male,20 to 24,Black ,Murder,Charge or Summons,Mar-09
1,Merton,Male,45 to 49,Asian ,Murder,Charge or Summons,Feb-09
1,Haringey,Male,30 to 34,Black ,Murder,Charge or Summons,Feb-09
1,Haringey,Male,30 to 34,Black ,Murder,Charge or Summons,Jun-10
1,Waltham Forest,Male,25 to 29,White,Murder,Charge or Summons,Mar-09
1,Harrow,Male,20 to 24,Black ,Murder,Charge or Summons,Mar-09
1,Harrow,Male,30 to 34,Black ,Murder,Charge or Summons,Mar-09
1,Harrow,Male,15 to 19,Asian ,Murder,Charge or Summons,Apr-09
1,Harrow,Male,35 to 39,Black ,Murder,Charge or Summons,May-09
1,Newham,Male,15 to 19,Black ,Murder,Charge or Summons,Feb-09
1,Lewisham,Male,65 and over,Black ,Murder,Charge or Summons,Feb-09
1,Southwark,Male,20 to 24,Mixed,Murder,Charge or Summons,Mar-09
1,Tower Hamlets,Male,15 to 19,White,Murder,Charge or Summons,Feb-09
1,Tower Hamlets,Male,15 to 19,White,Murder,Charge or Summons,Feb-09
1,Waltham Forest,Male,20 to 24,White,Murder,Charge or Summons,Mar-09
1,Hounslow,Male,30 to 34,Asian ,Murder,Charge or Summons,Mar-09
1,Haringey,Male,20 to 24,White,Murder,Charge or Summons,Apr-09
1,Bromley,Male,45 to 49,White,Murder,Charge or Summons,Mar-09
1,Greenwich,Male,45 to 49,White,Murder,Charge or Summons,Mar-09
1,Greenwich,Male,30 to 34,Black ,Murder,Charge or Summons,Mar-09
1,Greenwich,Male,35 to 39,Black ,Murder,Charge or Summons,Sep-09
1,Westminster,Male,20 to 24,Other ,Murder,Charge or Summons,Jun-10
1,Barking & Dagenham,Male,50 to 54,White,Murder,Charge or Summons,Mar-09
1,Waltham Forest,Male,15 to 19,Mixed,Murder,Charge or Summons,Apr-11
1,Waltham Forest,Male,15 to 19,Black ,Murder,Charge or Summons,Apr-11
1,Haringey,Male,20 to 24,Mixed,Murder,Charge or Summons,Mar-09
1,Bexley,Male,30 to 34,Asian ,Manslaughter,Charge or Summons,Nov-09
1,Camden,Male,45 to 49,White,Murder,Charge or Summons,Mar-09
1,Islington,Male,25 to 29,Black ,Murder,Charge or Summons,Mar-10
1,Islington,Male,20 to 24,Black ,Murder,Charge or Summons,Jul-12
1,Sutton,Male,45 to 49,White,Murder,Charge or Summons,Apr-09
1,Southwark,Male,65 and over,White,Murder,Charge or Summons,Mar-09
1,Greenwich,Male,25 to 29,White,Murder,Charge or Summons,Apr-09
1,Tower Hamlets,Male,20 to 24,Asian ,Murder,Charge or Summons,Apr-09
1,Barking & Dagenham,Male,35 to 39,White,Murder,Charge or Summons,Apr-09
1,Barking & Dagenham,Male,10 to 14,White,Murder,Charge or Summons,Apr-09
1,Newham,Male,30 to 34,Black ,Murder,Charge or Summons,Apr-09
1,Wandsworth,Male,50 to 54,White,Murder,Charge or Summons,Apr-09
1,Hackney,Male,25 to 29,Other ,Murder,Charge or Summons,Apr-09
1,Lambeth,Male,15 to 19,Black ,Murder,Charge or Summons,May-09
1,Lambeth,Male,20 to 24,Black ,Murder,Charge or Summons,May-09
1,Lambeth,Male,15 to 19,White,Murder,Charge or Summons,Aug-09
1,Wandsworth,Male,25 to 29,White,Murder,Charge or Summons,Nov-10
1,Wandsworth,Male,30 to 34,Black ,Murder,Charge or Summons,Dec-10
1,Wandsworth,Male,25 to 29,White,Murder,Charge or Summons,Dec-10
1,Wandsworth,Male,30 to 34,Mixed,Murder,Charge or Summons,Mar-11
1,Hillingdon,Male,25 to 29,Black ,Murder,Charge or Summons,May-09
1,Hillingdon,Male,20 to 24,Black ,Murder,Charge or Summons,May-09
1,Wandsworth,Male,30 to 34,Black ,Murder,Charge or Summons,May-09
1,Wandsworth,Male,20 to 24,Black ,Murder,Charge or Summons,May-09
1,Wandsworth,Female,30 to 34,White,Murder,Charge or Summons,May-09
1,Greenwich,Male,30 to 34,Black ,Murder,Charge or Summons,Nov-09
1,Lewisham,Male,20 to 24,Black ,Murder,Charge or Summons,Jun-09
1,Haringey,Male,35 to 39,White,Murder,Charge or Summons,May-09
1,Lewisham,Female,15 to 19,Black ,Murder,Charge or Summons,May-09
1,Lewisham,Male,15 to 19,Black ,Murder,Charge or Summons,May-09
1,Lewisham,Male,15 to 19,Black ,Murder,Charge or Summons,May-09
1,Lewisham,Male,20 to 24,Black ,Murder,Charge or Summons,Aug-09
1,Croydon,Male,20 to 24,Black ,Murder,Charge or Summons,May-09
1,Croydon,Male,20 to 24,Black ,Murder,Charge or Summons,Jul-09
1,Hackney,Male,10 to 14,Black ,Murder,Charge or Summons,May-09
1,Haringey,Male,45 to 49,Person declines to define ethnicity,Manslaughter,Charge or Summons,Aug-09
1,Haringey,Male,45 to 49,Black ,Murder,Charge or Summons,May-09
1,Brent,Male,20 to 24,White,Murder,Charge or Summons,Jun-09
1,Brent,Male,20 to 24,Black ,Murder,Charge or Summons,Jul-09
1,Waltham Forest,Male,20 to 24,Asian ,Murder,Charge or Summons,Oct-19
1,Redbridge,Male,55 to 59,Black ,Murder,Charge or Summons,Jun-09
1,Redbridge,Male,40 to 44,Black ,Murder,Charge or Summons,Jun-09
1,Hackney,Female,30 to 34,White,Murder,Accused is Deceased,Mar-10
1,Lambeth,Male,40 to 44,Black ,Murder,Charge or Summons,Jun-09
1,Haringey,Male,30 to 34,Other ,Murder,Charge or Summons,Dec-09
1,Haringey,Male,25 to 29,White,Murder,Charge or Summons,Dec-09
1,Haringey,Male,20 to 24,White,Murder,Charge or Summons,Dec-09
1,Haringey,Male,25 to 29,White,Murder,Charge or Summons,Dec-09
1,Hammersmith & Fulham,Male,20 to 24,White,Murder,Charge or Summons,Jun-09
1,Hammersmith & Fulham,Male,20 to 24,White,Murder,Charge or Summons,Jun-09
1,Wandsworth,Male,15 to 19,Asian ,Murder,Charge or Summons,Jul-09
1,Wandsworth,Male,20 to 24,Asian ,Murder,Charge or Summons,Aug-09
1,Wandsworth,Male,15 to 19,Asian ,Murder,Charge or Summons,Aug-09
1,Newham,Male,25 to 29,Mixed,Murder,Charge or Summons,Jun-09
1,Newham,Male,10 to 14,SCE Not Recorded,Murder,Charge or Summons,Jun-09
1,Kingston Upon Thames,Male,35 to 39,Asian ,Murder,Charge or Summons,Jul-09
1,Enfield,Male,25 to 29,Black ,Murder,Charge or Summons,Jul-09
1,Brent,Male,45 to 49,White,Murder,Charge or Summons,Jul-09
1,Newham,Male,15 to 19,Black ,Murder,Charge or Summons,Jul-09
1,Newham,Male,15 to 19,Black ,Murder,Charge or Summons,Jul-09
1,Newham,Male,15 to 19,Black ,Murder,Charge or Summons,Jul-09
1,Newham,Male,15 to 19,White,Murder,Charge or Summons,Jul-09
1,Newham,Male,15 to 19,Black ,Murder,Charge or Summons,Aug-09
1,Newham,Male,15 to 19,Black ,Murder,Charge or Summons,Sep-09
1,Newham,Male,15 to 19,White,Murder,Charge or Summons,Sep-09
1,Newham,Male,15 to 19,Black ,Murder,Charge or Summons,Jan-10
1,Islington,Male,20 to 24,Person declines to define ethnicity,Murder,Charge or Summons,Mar-10
1,Greenwich,Male,20 to 24,White,Murder,Charge or Summons,Jul-09
1,Islington,Female,15 to 19,Mixed,Murder,Charge or Summons,Oct-10
1,Islington,Male,15 to 19,Black ,Murder,Charge or Summons,Oct-10
1,Westminster,Male,15 to 19,White,Murder,Charge or Summons,Aug-09
1,Westminster,Male,15 to 19,White,Murder,Charge or Summons,Aug-09
1,Croydon,Male,40 to 44,Black ,Murder,Charge or Summons,Aug-09
1,Croydon,Male,25 to 29,White,Murder,Charge or Summons,Aug-09
1,Croydon,Male,15 to 19,White,Murder,Charge or Summons,Aug-09
1,Lambeth,Male,15 to 19,Black ,Murder,Charge or Summons,Aug-10
1,Lambeth,Male,15 to 19,Black ,Murder,Charge or Summons,Aug-10
1,Lambeth,Male,15 to 19,Black ,Murder,Charge or Summons,Aug-10
1,Lambeth,Male,15 to 19,Black ,Murder,Charge or Summons,Aug-10
1,Lambeth,Male,15 to 19,Black ,Murder,Charge or Summons,Aug-10
1,Lambeth,Male,15 to 19,Black ,Murder,Charge or Summons,Nov-14
1,Sutton,Male,25 to 29,White,Murder,Charge or Summons,Aug-09
1,Sutton,Male,55 to 59,White,Murder,Charge or Summons,Aug-09
1,Southwark,Male,20 to 24,White,Murder,Charge or Summons,Sep-10
1,Southwark,Male,20 to 24,White,Murder,Charge or Summons,Sep-10
1,Hillingdon,Male,25 to 29,Person declines to define ethnicity,Murder,Charge or Summons,Sep-10
1,Southwark,Male,25 to 29,Mixed,Murder,Charge or Summons,Sep-09
1,Lambeth,Male,25 to 29,Black ,Murder,Charge or Summons,Mar-10
1,Lambeth,Male,25 to 29,Black ,Murder,Charge or Summons,Mar-10
1,Havering,Male,40 to 44,White,Murder,Charge or Summons,Sep-09
1,Hackney,Male,15 to 19,Black ,Murder,Charge or Summons,Sep-09
1,Hackney,Male,15 to 19,Black ,Murder,Charge or Summons,Sep-09
1,Hackney,Male,15 to 19,Black ,Murder,Charge or Summons,Jan-10
1,Newham,Male,20 to 24,Asian ,Murder,Charge or Summons,Dec-09
1,Newham,Male,20 to 24,Black ,Murder,Charge or Summons,Dec-09
1,Lewisham,Male,50 to 54,Person declines to define ethnicity,Murder,Charge or Summons,Sep-09
1,Southwark,Male,40 to 44,White,Murder,Charge or Summons,Apr-10
1,Wandsworth,Male,15 to 19,Black ,Murder,Charge or Summons,Sep-09
1,Wandsworth,Male,10 to 14,Black ,Murder,Charge or Summons,Sep-09
1,Wandsworth,Male,10 to 14,Black ,Murder,Charge or Summons,Sep-09
1,Southwark,Male,45 to 49,Black ,Murder,Charge or Summons,Sep-09
1,Greenwich,Male,25 to 29,White,Murder,Charge or Summons,Sep-09
1,Tower Hamlets,Male,15 to 19,Asian ,Murder,Charge or Summons,Sep-09
1,Tower Hamlets,Male,15 to 19,Asian ,Murder,Charge or Summons,Dec-09
1,Tower Hamlets,Male,15 to 19,Asian ,Murder,Charge or Summons,Dec-09
1,Westminster,Female,15 to 19,White,Murder,Charge or Summons,Oct-09
1,Westminster,Male,15 to 19,Black ,Murder,Charge or Summons,Oct-09
1,Westminster,Female,15 to 19,White,Murder,Charge or Summons,Oct-09
1,Haringey,Female,25 to 29,White,Murder,Charge or Summons,Oct-09
1,Haringey,Male,30 to 34,White,Murder,Charge or Summons,Oct-09
1,Haringey,Male,50 to 54,White,Murder,Charge or Summons,Oct-09
1,Bexley,Male,20 to 24,White,Murder,Charge or Summons,Sep-09
1,Lewisham,Male,35 to 39,White,Murder,Charge or Summons,Oct-09
1,Croydon,Male,30 to 34,White,Murder,Charge or Summons,Oct-09
1,Hackney,Male,20 to 24,Black ,Murder,Charge or Summons,Feb-13
1,Hackney,Male,15 to 19,White,Murder,Charge or Summons,Feb-13
1,Hackney,Male,20 to 24,Black ,Murder,Charge or Summons,Feb-13
1,Hackney,Male,25 to 29,Black ,Murder,Charge or Summons,Feb-13
1,Hackney,Male,25 to 29,Black ,Murder,Charge or Summons,Mar-16
1,Hackney,Male,50 to 54,Black ,Murder,Charge or Summons,Apr-10
1,Barnet,Male,25 to 29,Black ,Murder,Charge or Summons,Oct-09
1,Harrow,Male,50 to 54,White,Murder,Charge or Summons,Nov-09
1,Croydon,Male,15 to 19,Person declines to define ethnicity,Murder,Charge or Summons,Oct-09
1,Croydon,Male,15 to 19,Person declines to define ethnicity,Murder,Charge or Summons,Oct-09
1,Croydon,Male,15 to 19,Asian ,Murder,Charge or Summons,May-10
1,Lambeth,Male,25 to 29,White,Murder,Charge or Summons,Dec-09
1,Lambeth,Male,40 to 44,White,Murder,Charge or Summons,Dec-09
1,Lewisham,Male,25 to 29,Person declines to define ethnicity,Murder,Accused is Deceased,Dec-10
1,Bromley,Male,15 to 19,White,Murder,Charge or Summons,Dec-09
1,Bexley,Male,15 to 19,Black ,Murder,Charge or Summons,Nov-09
1,Bexley,Male,15 to 19,Black ,Murder,Charge or Summons,Jan-10
1,Bexley,Male,15 to 19,Black ,Murder,Charge or Summons,Mar-10
1,Bexley,Male,15 to 19,Black ,Murder,Charge or Summons,Mar-10
1,Bexley,Male,15 to 19,Person declines to define ethnicity,Murder,Charge or Summons,Apr-10
1,Newham,Male,30 to 34,White,Murder,Charge or Summons,Nov-09
1,Newham,Male,30 to 34,White,Murder,Charge or Summons,Nov-09
1,Newham,Male,15 to 19,White,Murder,Charge or Summons,Nov-09
1,Bromley,Male,20 to 24,Asian ,Murder,Charge or Summons,Nov-09
1,Bromley,Male,15 to 19,White,Murder,Charge or Summons,Nov-09
